,Type of Facility,Name of Facility,Street address,County,Phone number,State FIPS code,County FIPS code,County Number,County Code,Location 1,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
817,DDAP-Licensed Treatment Facility,"Belmont Behavioral Hospital, LLC",4200 Monument Road,Philadelphia,215- 515-7641,42,101,51,51,"{'latitude': '39.99961', 'longitude': '-75.215567', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19131""}'}",1069,365,188,43,13
818,DDAP-Licensed Treatment Facility,SPHS Behavioral Health,1047 Morrell Avenue - Greenwood Center,Fayette,724-628-3435,42,051,26,26,"{'latitude': '40.0178522', 'longitude': '-79.5894828', 'human_address': '{""address"": """", ""city"": ""Connellsville"", ""state"": ""Pennsylvania"", ""zip"": ""15425""}'}",529,77,8,1,31
819,DDAP-Licensed Treatment Facility,The Lighthouse For Women of Greenbriar Treatment Center,1633 Weirich Avenue,Washington,724-222-4753,42,125,63,63,"{'latitude': '40.1578235', 'longitude': '-80.2925621', 'human_address': '{""address"": """", ""city"": ""Washington"", ""state"": ""Pennsylvania"", ""zip"": ""15301""}'}",1500,351,2,12,52
820,DDAP-Licensed Treatment Facility,"Hogar Crea International, Inc. of Pennsylvania",1920 Market Street,Northampton,610-694-0700,42,095,48,48,"{'latitude': '40.622159', 'longitude': '-75.34576', 'human_address': '{""address"": """", ""city"": ""Freemansburg"", ""state"": ""Pennsylvania"", ""zip"": ""18017""}'}",2007,121,140,10,59
821,DDAP-Licensed Treatment Facility,Clear Brook Manor,1100 East Northampton Street,Luzerne,570-823-1171,42,079,40,40,"{'latitude': '41.2185607', 'longitude': '-75.8487069', 'human_address': '{""address"": """", ""city"": ""Wilkes Barre"", ""state"": ""Pennsylvania"", ""zip"": ""18706""}'}",628,453,99,30,14
822,DDAP-Licensed Treatment Facility,Kensington Hospital,136 West Diamond Street,Philadelphia,215-426-8100,42,101,51,51,"{'latitude': '39.981628', 'longitude': '-75.134628', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19122""}'}",1069,365,194,47,13
823,DDAP-Licensed Treatment Facility,"Northeast Treatment Centers, Inc.",2205 Bridge Street,Philadelphia,215-743-6150,42,101,51,51,"{'latitude': '40.010615', 'longitude': '-75.069159', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19137""}'}",1069,365,184,49,13
824,DDAP-Licensed Treatment Facility,Family Services of Western Pennsylvania,314 South Water Street,Armstrong,724-994-9221,42,005,3,03,"{'latitude': '40.810673', 'longitude': '-79.517486', 'human_address': '{""address"": """", ""city"": ""Kittanning"", ""state"": ""Pennsylvania"", ""zip"": ""16201""}'}",1509,106,11,15,41
825,DDAP-Licensed Treatment Facility,"Bradford Recovery Center, LLC",64 School Street,Bradford,570-537-6035,42,117,59,59,"{'latitude': '41.97512', 'longitude': '-76.90758', 'human_address': '{""address"": """", ""city"": ""Millerton"", ""state"": ""Pennsylvania"", ""zip"": ""16936""}'}",496,386,77,21,34
826,DDAP-Licensed Treatment Facility,"Diakon Child, Family and Community Ministries",571 Mountain Road,Cumberland,717-795-0368,42,041,21,21,"{'latitude': '40.1211604', 'longitude': '-77.1336464', 'human_address': '{""address"": """", ""city"": ""Boiling Springs"", ""state"": ""Pennsylvania"", ""zip"": ""17007""}'}",388,393,197,20,17
827,DDAP-Licensed Treatment Facility,Truenorth Wellness Services,"73 East Forrest Avenue,  Box 12",York,717-235-0199,42,133,67,67,"{'latitude': '39.7568262', 'longitude': '-76.6701475', 'human_address': '{""address"": """", ""city"": ""Shrewsbury"", ""state"": ""Pennsylvania"", ""zip"": ""17361""}'}",2481,410,120,24,12
828,DDAP-Licensed Treatment Facility,"Fulton Alternative Services, LLC","214 Peach Orchard Road, North Wing",Fulton,717-485-6102,42,057,29,29,"{'latitude': '39.937216', 'longitude': '-78.006755', 'human_address': '{""address"": """", ""city"": ""Mc Connellsburg"", ""state"": ""Pennsylvania"", ""zip"": ""17233""}'}",1134,26,31,17,36
829,DDAP-Licensed Treatment Facility,"CPP Behavioral Health, Inc.",253 South Mount Vernon Avenue,Fayette,724-550-4343,42,051,26,26,"{'latitude': '39.895039', 'longitude': '-79.738687', 'human_address': '{""address"": """", ""city"": ""Uniontown"", ""state"": ""Pennsylvania"", ""zip"": ""15401""}'}",1284,204,7,1,31
830,DDAP-Licensed Treatment Facility,RHD Montgomery County Methadone Center,316 Dekalb Street,Montgomery,610-272-3710,42,091,46,46,"{'latitude': '40.106892', 'longitude': '-75.3461516', 'human_address': '{""address"": """", ""city"": ""Norristown"", ""state"": ""Pennsylvania"", ""zip"": ""19401""}'}",2417,454,174,41,57
831,DDAP-Licensed Treatment Facility,"Axiom Family Counseling Services, Inc.",225 Margaret Avenue Suite 3,Westmoreland,724-522-5456,42,129,65,65,"{'latitude': '40.31086', 'longitude': '-79.62082', 'human_address': '{""address"": """", ""city"": ""Jeannette"", ""state"": ""Pennsylvania"", ""zip"": ""15644""}'}",668,263,86,13,24
832,DDAP-Licensed Treatment Facility,Parkside Recovery Frankford,"4806 Frankford Avenue, 2nd Floor",Philadelphia,215-533-6204,42,101,51,51,"{'latitude': '40.0182431', 'longitude': '-75.0826596', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19124""}'}",1069,365,186,48,13
833,DDAP-Licensed Treatment Facility,"Re-Enter, Inc.",3331 Powelton Avenue,Philadelphia,215-222-2770,42,101,51,51,"{'latitude': '39.960484', 'longitude': '-75.190765', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19104""}'}",1069,365,191,43,13
834,DDAP-Licensed Treatment Facility,Lancaster Clinical Counseling Associates,129 East Orange Street,Lancaster,717-299-0131,42,071,36,36,"{'latitude': '40.040304', 'longitude': '-76.302686', 'human_address': '{""address"": """", ""city"": ""Lancaster"", ""state"": ""Pennsylvania"", ""zip"": ""17602""}'}",1993,89,143,25,23
835,DDAP-Licensed Treatment Facility,Family and Community Service of Delaware County,37 North Glenwood Avenue,Delaware,610-626-5800,42,045,23,23,"{'latitude': '39.9316912', 'longitude': '-75.2937399', 'human_address': '{""address"": """", ""city"": ""Clifton Heights"", ""state"": ""Pennsylvania"", ""zip"": ""19018""}'}",2218,402,198,39,28
836,DDAP-Licensed Treatment Facility,Clear Concepts Counseling,24 North Main Street,Mifflin,717-242-3070,42,087,44,44,"{'latitude': '40.5983174', 'longitude': '-77.5755363', 'human_address': '{""address"": """", ""city"": ""Lewistown"", ""state"": ""Pennsylvania"", ""zip"": ""17044""}'}",674,295,36,18,55
837,DDAP-Licensed Treatment Facility,"Spiritlife, Inc.",170 Father Martin Telenson Lane,Indiana,724-465-2165,42,063,32,32,"{'latitude': '40.596051', 'longitude': '-79.005246', 'human_address': '{""address"": """", ""city"": ""Penn Run"", ""state"": ""Pennsylvania"", ""zip"": ""15765""}'}",512,348,27,15,19
838,DDAP-Licensed Treatment Facility,Trehab,70 Hollowcrest Road,Wyoming,570-278-3378,42,131,66,66,"{'latitude': '41.577652', 'longitude': '-75.975628', 'human_address': '{""address"": """", ""city"": ""Tunkhannock"", ""state"": ""Pennsylvania"", ""zip"": ""18657""}'}",1154,444,91,29,11
839,DDAP-Licensed Treatment Facility,"Creative Health Services, Inc. Satellite",452 Penn Street,Montgomery,610-327-1503,42,091,46,46,"{'latitude': '40.3985636', 'longitude': '-75.4955096', 'human_address': '{""address"": """", ""city"": ""Pennsburg"", ""state"": ""Pennsylvania"", ""zip"": ""18073""}'}",698,458,139,37,57
840,DDAP-Licensed Treatment Facility,"Catholic Social Services of The Diocese of Scranton, Inc.",33 East Northampton Street,Luzerne,570-829-3489,42,079,40,40,"{'latitude': '41.243213', 'longitude': '-75.8844', 'human_address': '{""address"": """", ""city"": ""Wilkes Barre"", ""state"": ""Pennsylvania"", ""zip"": ""18701""}'}",1517,453,99,30,14
841,DDAP-Licensed Treatment Facility,"Habit OPCO, Inc.",759 Susquehanna Trail,Northumberland,570-538-1240,42,097,49,49,"{'latitude': '41.0610389', 'longitude': '-76.8434128', 'human_address': '{""address"": """", ""city"": ""Watsontown"", ""state"": ""Pennsylvania"", ""zip"": ""17777""}'}",2168,463,73,22,60
842,DDAP-Licensed Treatment Facility,Drug And Alcohol Rehabilitation Services Inc.,1290 Prospect Road,Lancaster,717-285-0420,42,071,36,36,"{'latitude': '40.036313', 'longitude': '-76.4551384', 'human_address': '{""address"": """", ""city"": ""Columbia"", ""state"": ""Pennsylvania"", ""zip"": ""17512""}'}",266,262,161,26,23
843,DDAP-Licensed Treatment Facility,"Northeast Treatment Centers, Inc. (Net Steps 2)",7520 State Road,Philadelphia,267-348-3550,42,101,51,51,"{'latitude': '40.030138', 'longitude': '-75.027397', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19136""}'}",1069,365,122,49,13
844,DDAP-Licensed Treatment Facility,Greenbriar Treatment Center,1840 Washington Road,Washington,724-225-9700,42,125,63,63,"{'latitude': '40.2287314', 'longitude': '-80.1816719', 'human_address': '{""address"": """", ""city"": ""Washington"", ""state"": ""Pennsylvania"", ""zip"": ""15301""}'}",2248,94,4,12,52
845,DDAP-Licensed Treatment Facility,Anthony Pater Counseling,"511 Allegheny Street, Suite 5",Blair,814-935-1185,42,013,7,07,"{'latitude': '40.4303308', 'longitude': '-78.3913296', 'human_address': '{""address"": """", ""city"": ""Hollidaysburg"", ""state"": ""Pennsylvania"", ""zip"": ""16648""}'}",1282,268,28,17,46
846,DDAP-Licensed Treatment Facility,Mercy Behavioral Health,"412 East Commons, East Commons Center",Allegheny,412-323-4500,42,003,2,02,"{'latitude': '40.4512134', 'longitude': '-80.0024205', 'human_address': '{""address"": """", ""city"": ""Pittsburgh"", ""state"": ""Pennsylvania"", ""zip"": ""15212""}'}",2158,324,164,6,40
847,DDAP-Licensed Treatment Facility,"Alpha House, Inc.",435 Shady Avenue,Allegheny,412-363-4220,42,003,2,02,"{'latitude': '40.454894', 'longitude': '-79.921624', 'human_address': '{""address"": """", ""city"": ""Pittsburgh"", ""state"": ""Pennsylvania"", ""zip"": ""15206""}'}",2158,324,104,11,40
848,DDAP-Licensed Treatment Facility,"Community Service Foundation, Inc.",253 North Main Street,Bucks,215-257-4131,42,017,9,09,"{'latitude': '40.3608833', 'longitude': '-75.3117599', 'human_address': '{""address"": """", ""city"": ""Sellersville"", ""state"": ""Pennsylvania"", ""zip"": ""18960""}'}",212,345,128,40,35
849,DDAP-Licensed Treatment Facility,Ellen O'Brien Gaiser Addiction Center,165 Old Plank Road,Butler,724-287-8205,42,019,10,10,"{'latitude': '40.837043', 'longitude': '-79.903036', 'human_address': '{""address"": """", ""city"": ""Butler"", ""state"": ""Pennsylvania"", ""zip"": ""16003""}'}",1388,100,10,5,1
850,DDAP-Licensed Treatment Facility,Recovery Care LLC,207 North 14Th Street,Westmoreland,855-502-2273,42,129,65,65,"{'latitude': '40.334148', 'longitude': '-79.626748', 'human_address': '{""address"": """", ""city"": ""Jeannette"", ""state"": ""Pennsylvania"", ""zip"": ""15644""}'}",96,341,82,13,24
851,DDAP-Licensed Treatment Facility,"Sojourner House, Inc.",5460 Penn Avenue,Allegheny,412-441-7783,42,003,2,02,"{'latitude': '40.4641639', 'longitude': '-79.933458', 'human_address': '{""address"": """", ""city"": ""Pittsburgh"", ""state"": ""Pennsylvania"", ""zip"": ""15206""}'}",2158,324,105,11,40
852,DDAP-Licensed Treatment Facility,"Renewal Treatment, Inc.","704 Second Avenue, Sixth Floor",Allegheny,412-690-2445,42,003,2,02,"{'latitude': '40.42412', 'longitude': '-79.95219', 'human_address': '{""address"": """", ""city"": ""Pittsburgh"", ""state"": ""Pennsylvania"", ""zip"": ""15222""}'}",2158,324,164,11,40
853,DDAP-Licensed Treatment Facility,Livengrin Counseling Center,"252 Swamp Road, Suite 55",Bucks,215-340-1765,42,017,9,09,"{'latitude': '40.319828', 'longitude': '-75.115534', 'human_address': '{""address"": """", ""city"": ""Doylestown"", ""state"": ""Pennsylvania"", ""zip"": ""18901""}'}",1272,22,145,40,35
854,DDAP-Licensed Treatment Facility,Family Service & Children's Aid Society,"119 East Mechanic Street, Suite A",Crawford,814-827-3472,42,039,20,20,"{'latitude': '41.6241', 'longitude': '-79.673015', 'human_address': '{""address"": """", ""city"": ""Titusville"", ""state"": ""Pennsylvania"", ""zip"": ""16354""}'}",2121,415,60,3,16
855,DDAP-Licensed Treatment Facility,Interim House Incorporated,333 West Upsal Street,Philadelphia,215-849-4606,42,101,51,51,"{'latitude': '40.043181', 'longitude': '-75.188918', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19119""}'}",1069,365,176,45,13
856,DDAP-Licensed Treatment Facility,Drug and Alcohol Treatment Services,441 Wyoming Avenue,Lackawanna,570-961-1997,42,069,35,35,"{'latitude': '41.4124032', 'longitude': '-75.6616397', 'human_address': '{""address"": """", ""city"": ""Scranton"", ""state"": ""Pennsylvania"", ""zip"": ""18503""}'}",1912,420,101,34,22
857,DDAP-Licensed Treatment Facility,Gaudenzia Inc. - Integrity House,1141 East Market Street,York,717-848-8816,42,133,67,67,"{'latitude': '39.971585', 'longitude': '-76.704972', 'human_address': '{""address"": """", ""city"": ""York"", ""state"": ""Pennsylvania"", ""zip"": ""17403""}'}",1155,495,135,24,12
858,PacMAT,"Penn State University College of Medicine, Dr. Yasmeen",815 Cumberland Street,Lebanon,717-277-7400,42,075,38,38,"{'latitude': '40.33947', 'longitude': '-76.42527', 'human_address': '{""address"": """", ""city"": ""Lebanon"", ""state"": ""Pennsylvania"", ""zip"": ""17042""}'}",203,310,151,28,25
859,DDAP-Licensed Treatment Facility,"Gaudenzia Erie, Inc. - North East",6 East Main Street,Erie,814-459-6304,42,049,25,25,"{'latitude': '42.2161438', 'longitude': '-79.8343382', 'human_address': '{""address"": """", ""city"": ""North East"", ""state"": ""Pennsylvania"", ""zip"": ""16428""}'}",546,320,52,4,30
860,DDAP-Licensed Treatment Facility,"Liberation Way, LLC",1035 Virginia Drive Suite 120 and 130,Montgomery,877-636-9322,42,091,46,46,"{'latitude': '40.135606', 'longitude': '-75.182159', 'human_address': '{""address"": """", ""city"": ""Fort Washington"", ""state"": ""Pennsylvania"", ""zip"": ""19034""}'}",692,476,170,43,57
861,PacMAT,"Allegheny Health Network, Squirrel Hill Health Center",4516 Browns Hill Rd,Allegheny,412-422-7442,42,003,2,02,"{'latitude': '40.416919', 'longitude': '-79.925479', 'human_address': '{""address"": """", ""city"": ""Pittsburgh"", ""state"": ""Pennsylvania"", ""zip"": ""15217""}'}",2158,324,93,11,40
862,DDAP-Licensed Treatment Facility,ADAPPT House,208-216 Madison Avenue,Berks,610-478-8800,42,011,6,06,"{'latitude': '40.3391589', 'longitude': '-75.9287945', 'human_address': '{""address"": """", ""city"": ""Reading"", ""state"": ""Pennsylvania"", ""zip"": ""19601""}'}",39,297,117,31,45
863,DDAP-Licensed Treatment Facility,Rehab After Work,"491 John Young Way, Suite 300",Chester,610-889-9939,42,029,15,15,"{'latitude': '40.0231856', 'longitude': '-75.6524465', 'human_address': '{""address"": """", ""city"": ""Exton"", ""state"": ""Pennsylvania"", ""zip"": ""19341""}'}",994,480,201,32,6
864,DDAP-Licensed Treatment Facility,Centre Counseling Associates,"103 East Beaver Avenue, Suite 5",Centre,814-861-2055,42,027,14,14,"{'latitude': '40.7936949', 'longitude': '-77.8602026', 'human_address': '{""address"": """", ""city"": ""State College"", ""state"": ""Pennsylvania"", ""zip"": ""16801""}'}",890,406,18,18,5
865,DDAP-Licensed Treatment Facility,White Deer Run of Harrisburg,"Governor's Plaza South, 2001 North  Front Street, Building 1, Suite 212-217",Dauphin,610-431-5562,42,043,22,22,"{'latitude': '40.276073', 'longitude': '-76.89853', 'human_address': '{""address"": """", ""city"": ""Harrisburg"", ""state"": ""Pennsylvania"", ""zip"": ""17102""}'}",1625,182,42,23,18
866,PacMAT,"Penn State University College of Medicine, Lancaster Health Center-Arch Street",333 North Arch Street ,Lancaster,717-299-6371,42,071,36,36,"{'latitude': '40.043259', 'longitude': '-76.310312', 'human_address': '{""address"": """", ""city"": ""Lancaster"", ""state"": ""Pennsylvania"", ""zip"": ""17602""}'}",1993,89,143,25,23
867,DDAP-Licensed Treatment Facility,White Deer Run of Lewisburg,"115 Farley Circle, Suite 303",Union,570-538-2567,42,119,60,60,"{'latitude': '40.963834', 'longitude': '-76.909295', 'human_address': '{""address"": """", ""city"": ""Lewisburg"", ""state"": ""Pennsylvania"", ""zip"": ""17837""}'}",2342,296,72,21,49
868,DDAP-Licensed Treatment Facility,Harwood House,9200 West Chester Pike,Delaware,610-853-3440,42,045,23,23,"{'latitude': '39.9680711', 'longitude': '-75.292646', 'human_address': '{""address"": """", ""city"": ""Upper Darby"", ""state"": ""Pennsylvania"", ""zip"": ""19082""}'}",1670,402,202,39,28
869,DDAP-Licensed Treatment Facility,"Project Transition, Inc.","2913 Windmill Road, Suite 4 And 5",Berks,610-678-8787,42,011,6,06,"{'latitude': '40.319256', 'longitude': '-76.0109', 'human_address': '{""address"": """", ""city"": ""Sinking Spring"", ""state"": ""Pennsylvania"", ""zip"": ""19608""}'}",810,492,56,27,45
870,DDAP-Licensed Treatment Facility,Naaman Center - Quarryville Satellite Office,248 Maple Avenue,Lancaster,717-786-2802,42,071,36,36,"{'latitude': '39.891815', 'longitude': '-76.167305', 'human_address': '{""address"": """", ""city"": ""Quarryville"", ""state"": ""Pennsylvania"", ""zip"": ""17566""}'}",213,425,138,25,23
871,DDAP-Licensed Treatment Facility,"UHS Recovery Foundation, Inc.",5000 Hilltop Drive,Delaware,484-490-1060,42,045,23,23,"{'latitude': '39.881171', 'longitude': '-75.395931', 'human_address': '{""address"": """", ""city"": ""Brookhaven"", ""state"": ""Pennsylvania"", ""zip"": ""19015""}'}",1894,338,66,35,28
872,PacMAT,"Allegheny Health Network, Forbes Family Practice",2550 Mosside Blvd Suite 500,Allegheny,412-457-110,42,003,2,02,"{'latitude': '40.426998', 'longitude': '-79.75258', 'human_address': '{""address"": """", ""city"": ""Monroeville"", ""state"": ""Pennsylvania"", ""zip"": ""15146""}'}",2205,57,83,8,40
873,DDAP-Licensed Treatment Facility,"Mazzitti and Sullivan Counseling Services, Inc.",1345 East Chocolate Avenue,Dauphin,717-534-1650,42,043,22,22,"{'latitude': '40.2976338', 'longitude': '-76.619491', 'human_address': '{""address"": """", ""city"": ""Hershey"", ""state"": ""Pennsylvania"", ""zip"": ""17033""}'}",280,66,69,23,18
874,DDAP-Licensed Treatment Facility,Achievement Through Counseling and Treatment,5820 Old York Road,Philadelphia,215-276-8400,42,101,51,51,"{'latitude': '40.042035', 'longitude': '-75.144729', 'human_address': '{""address"": """", ""city"": ""Philadelphia"", ""state"": ""Pennsylvania"", ""zip"": ""19141""}'}",1069,365,178,45,13
875,DDAP-Licensed Treatment Facility,"Wyoming Valley Alcohol and Drug Services, Inc.","480 Pierce Street, Suite 316-317",Luzerne,570-820-8888,42,079,40,40,"{'latitude': '41.258588', 'longitude': '-75.883573', 'human_address': '{""address"": """", ""city"": ""Kingston"", ""state"": ""Pennsylvania"", ""zip"": ""18704""}'}",1245,493,98,29,14
